compound_name,smiles,canonical_smiles,inchikey,source_dataset,source_record_id,column_name,column_chemistry,stationary_phase_type,mobile_phase_a,mobile_phase_b,ph,gradient_profile,initial_organic_pct,final_organic_pct,gradient_duration_min,total_runtime_min,temperature_c,flow_ml_min,injection_ul,ion_mode,precursor_mz,product_mz,rt_min,peak_area,peak_height,sn_ratio,tailing_factor,asymmetry,resolution,matrix,success_flag,quality_score,notes,missing_fields_count
methyl gallate,COC(=O)C1=CC(=C(C(=C1)O)O)O,COC(=O)C1=CC(=C(C(=C1)O)O)O,FBSFWRHWHYMIOG-UHFFFAOYSA-N,RepoRT:0001,0001_00022,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,10.73,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
myricetin,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,IKMDFBPHZNJCSN-UHFFFAOYSA-N,RepoRT:0001,0001_00023,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.46,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
naringenin,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O,FTVWIRXFELQLPI-UHFFFAOYSA-N,RepoRT:0001,0001_00024,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,21.04,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
naringenin 7-glucoside,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O,C1C(OC2=CC(=CC(=C2C1=O)O)OC3C(C(C(C(O3)CO)O)O)O)C4=CC=C(C=C4)O,DLIKSSGEMUFQOK-UHFFFAOYSA-N,RepoRT:0001,0001_00025,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,19.53,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
o-coumaric acid,C1=CC=C(C(=C1)C=CC(=O)O)O,C1=CC=C(C(=C1)C=CC(=O)O)O,PMOWTIHVNWZYFI-UHFFFAOYSA-N,RepoRT:0001,0001_00026,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,19.73,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
oxovitisin A,COC1=CC(=CC(=C1O)OC)C2=C(C3=C4C(=CC(=O)C=C4O2)OC(=C3)O)OC5C(C(C(C(O5)CO)O)O)O,COC1=CC(=CC(=C1O)OC)C2=C(C3=C4C(=CC(=O)C=C4O2)OC(=C3)O)OC5C(C(C(C(O5)CO)O)O)O,ZHRWIFDUQBVARB-UHFFFAOYSA-N,RepoRT:0001,0001_00027,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.67482759,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
pallidol,C1=CC(=CC=C1C2C3C(C(C4=C3C=C(C=C4O)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)O,C1=CC(=CC=C1C2C3C(C(C4=C3C=C(C=C4O)O)C5=CC=C(C=C5)O)C6=C2C(=CC(=C6)O)O)O,YNVJOQCPHWKWSO-UHFFFAOYSA-N,RepoRT:0001,0001_00028,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,17.57,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
phloridzin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2OC3C(C(C(C(O3)CO)O)O)O)O)O)O,IOUVKUPGCMBWBT-UHFFFAOYSA-N,RepoRT:0001,0001_00029,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.21,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
phloretin,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,C1=CC(=CC=C1CCC(=O)C2=C(C=C(C=C2O)O)O)O,VGEREEWJJVICBM-UHFFFAOYSA-N,RepoRT:0001,0001_00030,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,21.06,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
piceatanol,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,C1=CC(=C(C=C1C=CC2=CC(=CC(=C2)O)O)O)O,CDRPUGZCRXZLFL-UHFFFAOYSA-N,RepoRT:0001,0001_00031,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,17.88,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
procyanidin B1,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=CC(=CC(=C34)O)O)C5=CC(=C(C=C5)O)O)O)O)O)C6=CC(=C(C=C6)O)O)O,XFZJEEAOWLFHDH-UHFFFAOYSA-N,RepoRT:0001,0001_00032,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,9.66,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
pterostilbene,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,COC1=CC(=CC(=C1)C=CC2=CC=C(C=C2)O)OC,VLEUZFDZJKSGMX-UHFFFAOYSA-N,RepoRT:0001,0001_00033,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,21.89,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
"quercetin 3,4'-diglucoside",C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)O,RPVIQWDFJPYNJM-UHFFFAOYSA-N,RepoRT:0001,0001_00034,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,17.38,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
quercetin 3-glucuronide,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(C(O4)C(=O)O)O)O)O)O)O,DUBCCGAQYVUYEU-UHFFFAOYSA-N,RepoRT:0001,0001_00035,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,19.91,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
quercetin 4'-glucoside,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)OC4C(C(C(C(O4)CO)O)O)O,OIUBYZLTFSLSBY-UHFFFAOYSA-N,RepoRT:0001,0001_00036,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.37,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
quercetin 3-sulfate,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OS(=O)(=O)O)O)O,DNAYVNOVGHZZLH-UHFFFAOYSA-N,RepoRT:0001,0001_00037,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.11,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
quercetin 3-glucoside,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)C(CO)O)O)O)O)O,C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)OC4C(C(C(O4)C(CO)O)O)O)O)O,OPJZLUXFQFQYAI-UHFFFAOYSA-N,RepoRT:0001,0001_00038,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
quercetin 3-rutinoside,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC(=C(C=C5)O)O)O)O)O)O)O)O,IKGXIBQEEMLURG-UHFFFAOYSA-N,RepoRT:0001,0001_00039,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,20.0,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
syringic acid,COC1=CC(=CC(=C1O)OC)C(=O)O,COC1=CC(=CC(=C1O)OC)C(=O)O,JMSVCTWVEWCHDZ-UHFFFAOYSA-N,RepoRT:0001,0001_00040,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,13.78,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
taxifolin,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,C1=CC(=C(C=C1C2C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,CXQWRCVTCMQVQX-UHFFFAOYSA-N,RepoRT:0001,0001_00041,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,16.82,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
trans coutaric acid,C1=CC(=CC=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O,C1=CC(=CC=C1C=CC(=O)OC(C(C(=O)O)O)C(=O)O)O,INYJZRKTYXTZHP-UHFFFAOYSA-N,RepoRT:0001,0001_00042,Waters ACQUITY UPLC HSS T3,C18,reversed phase,100% water + 0.1% formic + pH 3,100% methanol + 0.1% formic + pH 3,3.0,0.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 1.0min A100.0 B0.0 C0.0 D0.0 flow0.28; 3.0min A90.0 B10.0 C0.0 D0.0 flow0.28; 18.0min A60.0 B40.0 C0.0 D0.0 flow0.28; 21.0min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.5min A0.0 B100.0 C0.0 D0.0 flow0.28; 25.6min A100.0 B0.0 C0.0 D0.0 flow0.28; 28.0min A100.0 B0.0 C0.0 D0.0 flow0.28,0.0,100.0,21.0,28.0,40.0,0.28,,unknown,,,10.7,,,,,,,reference,True,,"RepoRT processed_data import; license CC-BY-SA-4.0; source=PredRet; url=https://doi.org/10.1007/s11306-014-0638-x; missing MS transitions and peak quality metrics; bulk RepoRT import target_rows=5000; skipped=0011:URLError,0012:URLError",10
